IncidentNumber,DateTimeOfCall,CalYear,FinYear,TypeOfIncident,PumpCount,PumpHoursTotal,HourlyNominalCost(£),IncidentNominalCost(£),FinalDescription,AnimalGroupParent,PropertyType,SpecialServiceTypeCategory,SpecialServiceType,Borough,StnGroundName,AnimalClass,Code,London
178712131,28/12/2013 17:07,2013,2013/14,Special Service,1,1,290,290,ASSIST RSPCA,Unknown - Wild Animal,Sports pavilion/shower block/changing facility ,Other animal assistance,Assist trapped wild animal,Hounslow,Acton,Mammal,00AT,Outer London
179109131,29/12/2013 14:35,2013,2013/14,Special Service,1,1,290,290,ASSIST RSPCA WITH SWAN STUCK BEHIND FENCE,Bird,Canal/riverbank vegetation ,Other animal assistance,Assist trapped wild animal,Waltham Forest,Leyton,Bird,00BH,Outer London
179803131,31/12/2013 09:26,2013,2013/14,Special Service,1,1,290,290,DOG UNABLE TO LEAVE RAILWAY EMBANKMENT NEAR,Dog,Fence,Other animal assistance,Animal assistance involving domestic animal - Other action,Enfield,Southgate,Mammal,00AK,Inner London
236141,01/01/2014 11:58,2014,2013/14,Special Service,1,1,290,290,ASSIST RSPCA WITH CAT STUCK IN TREE,Cat,Tree scrub ,Other animal assistance,Assist trapped domestic animal,Richmond Upon Thames,Twickenham,Mammal,00BD,Outer London
955141,03/01/2014 11:31,2014,2013/14,Special Service,1,5,290,1450,ASSIST POLICE WITH HORSE INJURED IN RTC,Horse,Animal harm outdoors,Other animal assistance,Animal assistance - Lift heavy livestock animal,Waltham Forest,Chingford,Mammal,00BH,Outer London
1557141,04/01/2014 23:43,2014,2013/14,Special Service,1,1,290,290,ASSIST RSPCA WITH FOX STUCK IN RAILING,Fox,House - single occupancy ,Other animal assistance,Assist trapped wild animal,Barnet,West Hampstead,Mammal,00AC,Outer London
1636141,05/01/2014 04:34,2014,2013/14,Special Service,1,1,290,290,CAT STUCK IN WALL,Cat,House - single occupancy ,Other animal assistance,Animal assistance involving domestic animal - Other action,Westminster,Paddington,Mammal,00BK,Outer London
1724141,05/01/2014 12:04,2014,2013/14,Special Service,1,1,290,290,KITTEN TRAPPED BETWEEN CABINETS,Cat,House - single occupancy ,Other animal assistance,Assist trapped domestic animal,Havering,Hornchurch,Mammal,00AR,Inner London
1742141,05/01/2014 12:56,2014,2013/14,Special Service,1,1,290,290,DOG WITH HEAD STUCK IN GATE,Dog,Animal boarding/breeding establishment - dogs,Other animal assistance,Assist trapped domestic animal,Havering,Hornchurch,Mammal,00AR,Inner London
2981141,08/01/2014 15:10,2014,2013/14,Special Service,1,1,290,290,PIGEON TRAPPED IN NETTING ABOVE,Bird,Restaurant/cafe,Animal rescue from height,Animal rescue from height - Bird,Richmond Upon Thames,Twickenham,Bird,00BD,Inner London
3044141,08/01/2014 17:33,2014,2013/14,Special Service,1,1,290,290,DOG TRAPPED IN BRAMBLE BUSHES,Dog,House - single occupancy ,Other animal assistance,Assist trapped domestic animal,Hounslow,Feltham,Mammal,00AT,Inner London
3317141,09/01/2014 11:07,2014,2013/14,Special Service,1,1,290,290,FOX STUCK IN GARDEN,Fox,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Other animal assistance,Animal assistance involving wild animal - Other action,Tower Hamlets,Millwall,Mammal,00BG,Inner London
3828141,10/01/2014 16:06,2014,2013/14,Special Service,1,1,290,290,SMALL ANIMAL RESCUE,Unknown - Domestic Animal Or Pet,Other office/call centre type building,Animal rescue from height,Animal rescue from height - Domestic pet,Newham,East Ham,Mammal,00BB,Inner London
4101141,11/01/2014 09:21,2014,2013/14,Special Service,1,1,290,290,KITTENS TRAPPED IN WALL,Cat,Vehicle Repair Workshop,Other animal assistance,Assist trapped domestic animal,Haringey,Tottenham,Mammal,00AP,Inner London
4334141,11/01/2014 20:31,2014,2013/14,Special Service,1,1,290,290,DOG FALLEN IN RIVER THAMES   UNABLE TO GET OUT UNASSISTED,Dog,River/canal ,Other animal assistance,Animal assistance involving domestic animal - Other action,Hammersmith And Fulham,Hammersmith,Mammal,00AN,Outer London
4556141,12/01/2014 11:44,2014,2013/14,Special Service,1,1,290,290,CAT TRAPPED IN REAR GARDEN,Cat,Converted Flat/Maisonette - Up to 2 storeys ,Animal rescue from height,Animal rescue from height - Domestic pet,Kensington And Chelsea,North Kensington,Mammal,00AW,Inner London
4640141,12/01/2014 15:35,2014,2013/14,Special Service,1,1,290,290,PIGEON TRAPPED IN NETTING,Bird,Converted Flat/Maisonettes - 3 or more storeys,Animal rescue from height,Animal rescue from height - Bird,Kensington And Chelsea,North Kensington,Bird,00AW,Outer London
4920141,13/01/2014 10:27,2014,2013/14,Special Service,,,290,,PIDGEON TRAPPED IN WIRE NETTING,Bird,Animal harm outdoors,Other animal assistance,Assist trapped wild animal,Kensington And Chelsea,Chelsea,Bird,00AW,Outer London
5311141,14/01/2014 09:11,2014,2013/14,Special Service,1,3,290,870,DOG STUCK IN HOLE,Dog,Park ,Other animal assistance,Assist trapped domestic animal,Richmond Upon Thames,Richmond,Mammal,00BD,Outer London
5375141,14/01/2014 11:32,2014,2013/14,Special Service,1,1,290,290,BIRD TRAPPED IN NETTING ON 5 A SIDE PITCH REAR OF,Bird,Playground/Recreation area (not equipment),Animal rescue from height,Animal rescue from height - Bird,Southwark,Peckham,Bird,00BE,Inner London
5710141,15/01/2014 09:16,2014,2013/14,Special Service,1,1,290,290,RUNNING CALL TO CAT STUCK IN TREE,Cat,Tree scrub ,Animal rescue from height,Animal rescue from height - Domestic pet,Waltham Forest,Leyton,Mammal,00BH,Outer London
5752141,15/01/2014 11:00,2014,2013/14,Special Service,1,1,290,290,ASSIST RSPCA WITH CAT UP TREE,Cat,Animal harm outdoors,Other animal assistance,Assist trapped domestic animal,Barnet,Mill Hill,Mammal,00AC,Outer London
5805141,15/01/2014 13:03,2014,2013/14,Special Service,1,1,290,290,ASSIST  RSPCA WITH CAT UP TREE,Cat,Tree scrub ,Animal rescue from height,Animal rescue from height - Domestic pet,Bexley,Erith,Mammal,00AD,Outer London
5823141,15/01/2014 13:41,2014,2013/14,Special Service,1,1,290,290,ASSIST IN GAINING ENTRY,Unknown - Domestic Animal Or Pet,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Animal rescue from height,Animal rescue from height - Domestic pet,Tower Hamlets,Bethnal Green,Mammal,00BG,Inner London
5887141,15/01/2014 16:50,2014,2013/14,Special Service,1,1,290,290,KITTEN TRAPPED IN DISUSED GARAGE,Cat,Private garage ,Other animal assistance,Assist trapped domestic animal,Hillingdon,Hillingdon,Mammal,00AS,Inner London
5910141,15/01/2014 18:00,2014,2013/14,Special Service,1,1,290,290,PIGEONS TRAPPED IN NETTING,Bird,Temple ,Animal rescue from height,Animal rescue from height - Bird,Hounslow,Heston,Bird,00AT,Outer London
6117141,16/01/2014 10:32,2014,2013/14,Special Service,1,2,290,580,CAT STUCK IN MUD ON THE FORE SHORE - WATER RESCUE LEVEL 2,Cat,River/canal ,Animal rescue from water,Animal rescue from water - Domestic pet,Bexley,Erith,Mammal,00AD,Outer London
6308141,16/01/2014 18:10,2014,2013/14,Special Service,1,1,290,290,CAT STUCK IN CEILING,Cat,Single shop ,Animal rescue from height,Animal rescue from height - Domestic pet,Lambeth,Brixton,Mammal,00AY,Outer London
6594141,17/01/2014 13:30,2014,2013/14,Special Service,1,1,290,290,CAT TRAPPED IN DRAIN,Cat,Converted Flat/Maisonette - Up to 2 storeys ,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,Haringey,Hornsey,Mammal,00AP,Outer London
6602141,17/01/2014 13:54,2014,2013/14,Special Service,1,1,290,290,KITTEN TRAPPED BEHIND WALL,Cat,Domestic garden (vegetation not equipment) ,Other animal assistance,Assist trapped domestic animal,Greenwich,Plumstead,Mammal,00AL,Outer London
6645141,17/01/2014 15:55,2014,2013/14,Special Service,1,1,290,290,CAT TRAPPED BETWEEN WALL AND FENCE,Cat,House - single occupancy ,Other animal assistance,Assist trapped domestic animal,Sutton,Mitcham,Mammal,00BF,Inner London
7077141,18/01/2014 17:06,2014,2013/14,Special Service,1,1,290,290,ASSIST RSPCA WITH PIGEONS TRAPPED IN NETTING,Bird,Other retail  ,Animal rescue from height,Animal rescue from height - Bird,Hounslow,Heston,Bird,00AT,Inner London
7443141,19/01/2014 15:01,2014,2013/14,Special Service,1,1,290,290,DOG WITH HEAD STUCK IN RAILINGS,Dog,Warehouse ,Other animal assistance,Assist trapped domestic animal,Barking And Dagenham,Dagenham,Mammal,00AB,Outer London
7894141,20/01/2014 18:16,2014,2013/14,Special Service,1,1,290,290,ASSIST RSPCA,Unknown - Wild Animal,House in Multiple Occupation - 3 or more storeys (not known if licensed),Other animal assistance,Assist trapped wild animal,Brent,North Kensington,Mammal,00AE,Outer London
8850141,23/01/2014 09:17,2014,2013/14,Special Service,1,1,290,290,KITTEN TRAPPED UNDER CAR,Cat,Car ,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,Haringey,Hornsey,Mammal,00AP,Outer London
8851141,23/01/2014 09:17,2014,2013/14,Special Service,1,1,290,290,ASSIST RSPCA WITH DOG FALLEN FROM ROOF,Dog,Domestic garden (vegetation not equipment) ,Other animal assistance,Assist trapped domestic animal,Lambeth,Brixton,Mammal,00AY,Outer London
8864141,23/01/2014 09:52,2014,2013/14,Special Service,1,1,290,290,FOX STUCK IN BARBED WIRE,Fox,Animal harm outdoors,Other animal assistance,Animal assistance involving wild animal - Other action,Enfield,Edmonton,Mammal,00AK,Outer London
9427141,24/01/2014 19:08,2014,2013/14,Special Service,1,1,290,290,CAT AND KITTENS WEDGED IN CAR BONNET,Cat,Underground car park,Other animal assistance,Assist trapped domestic animal,Waltham Forest,Walthamstow,Mammal,00BH,Inner London
9689141,25/01/2014 12:59,2014,2013/14,Special Service,1,1,290,290,BIRD TRAPPED BY WIRE ON ROOF,Bird,Restaurant/cafe,Animal rescue from height,Animal rescue from height - Bird,Brent,Wembley,Bird,00AE,Inner London
10561141,27/01/2014 08:21,2014,2013/14,Special Service,1,1,290,290,DOG TRAPPED IN HOLE,Dog,Domestic garden (vegetation not equipment) ,Other animal assistance,Assist trapped domestic animal,Sutton,Sutton,Mammal,00BF,Outer London
11133141,28/01/2014 18:31,2014,2013/14,Special Service,1,1,290,290,2 DOGS TRAPPED IN CAR,Dog,Car ,Other animal assistance,Assist trapped domestic animal,Bexley,Erith,Mammal,00AD,Inner London
11144141,28/01/2014 18:48,2014,2013/14,Special Service,1,1,290,290,CAT WITH LEG IMPALED ON RAILINGS,Cat,Railings,Animal rescue from height,Animal rescue from height - Domestic pet,Haringey,Tottenham,Mammal,00AP,Outer London
11205141,28/01/2014 22:39,2014,2013/14,Special Service,1,1,290,290,CAT TRAPPED BETWEEN WALL AND DECKING,Cat,Other building/use not known ,Animal rescue from water,Animal rescue from water - Domestic pet,Lambeth,Norbury,Mammal,00AY,Inner London
4149,29/01/2014 15:03,2014,2013/14,Special Service,1,3,290,870,,Unknown - Animal rescue from water - Farm animal,River/canal ,Animal rescue from water,Animal rescue from water - Farm animal,Bexley,Bexley,Mammal,00AD,Outer London
12729141,01/02/2014 12:47,2014,2013/14,Special Service,1,2,290,580,SMALL ANIMAL RESCUE FOLLOWING COLLAPSE OF WALL,Unknown - Wild Animal,House - single occupancy ,Other animal assistance,Assist trapped wild animal,Camden,West Hampstead,Mammal,00AG,Inner London
12791141,01/02/2014 14:45,2014,2013/14,Special Service,1,1,290,290,DOG WITH HEAD TRAPPED IN RAILINGS,Dog,House - single occupancy ,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,Merton,Wimbledon,Mammal,00BA,Inner London
13164141,02/02/2014 13:43,2014,2013/14,Special Service,1,1,290,290,ASSIST RSPCA RESCUE DOG FROM THIRD FLOOR WINDOW,Dog,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Other animal assistance,Animal assistance involving domestic animal - Other action,Southwark,Old Kent Road,Mammal,00BE,Outer London
13245141,02/02/2014 16:05,2014,2013/14,Special Service,1,1,290,290,CAT TRAPPED IN DRAIN PIPE,Cat,House - single occupancy ,Animal rescue from height,Animal rescue from height - Domestic pet,Croydon,Norbury,Mammal,00AH,Outer London
13270141,02/02/2014 16:56,2014,2013/14,Special Service,1,1,290,290,DOG WITH HEAD STUCK IN RAILINGS,Dog,Railings,Other animal assistance,Assist trapped domestic animal,Tower Hamlets,Bethnal Green,Mammal,00BG,Outer London
13326141,02/02/2014 19:08,2014,2013/14,Special Service,1,1,290,290,PERSON LOCED OUT DANGER OF FIRE,Unknown - Domestic Animal Or Pet,Converted Flat/Maisonettes - 3 or more storeys,Other animal assistance,Assist trapped domestic animal,Lambeth,West Norwood,Mammal,00AY,Inner London
13739141,03/02/2014 19:33,2014,2013/14,Special Service,1,1,290,290,CAT TRAPPED BETWEEN FENCES,Cat,House - single occupancy ,Animal rescue from height,Animal rescue from height - Domestic pet,Redbridge,Hainault,Mammal,00BC,Outer London
14100141,04/02/2014 17:05,2014,2013/14,Special Service,1,1,290,290,DOG TRAPPED IN RABBIT HOLE,Dog,Animal harm outdoors,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,Croydon,Addington,Mammal,00AH,Outer London
14493141,05/02/2014 15:08,2014,2013/14,Special Service,1,1,290,290,"DOG STUCK IN LAKE, WR2 IMPLEMENTED",Dog,Lake/pond/reservoir ,Animal rescue from water,Wild animal rescue from water or mud,Kingston Upon Thames,Surbiton,Mammal,00AX,Outer London
15251141,07/02/2014 11:59,2014,2013/14,Special Service,1,1,290,290,KITTEN STUCK BEHINED WALL,Cat,Converted Flat/Maisonette - Up to 2 storeys ,Other animal assistance,Assist trapped domestic animal,Hackney,Homerton,Mammal,00AM,Outer London
15916141,08/02/2014 19:51,2014,2013/14,Special Service,1,1,290,290,BIRDS TRAPPED IN WIRE MESH,Bird,Other outdoor equipment/machinery ,Animal rescue from height,Animal rescue from height - Bird,Ealing,Ealing,Bird,00AJ,Outer London
15976141,09/02/2014 00:04,2014,2013/14,Special Service,1,1,290,290,PIGEONS TRAPPED IN WIRE MESH UNDER RAILWAY BRIDGE,Bird,Bridge,Animal rescue from height,Animal rescue from height - Bird,Ealing,Ealing,Bird,00AJ,Outer London
16196141,09/02/2014 14:11,2014,2013/14,Special Service,1,1,290,290,DOG STUCK UNDER ELECTRIC CHAIR,Dog,House - single occupancy ,Other animal assistance,Assist trapped domestic animal,Barking And Dagenham,Dagenham,Mammal,00AB,Inner London
16667141,10/02/2014 17:08,2014,2013/14,Special Service,1,1,290,290,HORSE STUCK IN HAY CONTAINER,Horse,Agricultural equipment ,Other animal assistance,Assist trapped domestic animal,Bromley,Biggin Hill,Mammal,00AF,Outer London
17302141,12/02/2014 10:54,2014,2013/14,Special Service,1,1,290,290,CAT WITH HEAD TRAPPED BETWEEN DOOR AND WALL,Cat,House - single occupancy ,Other animal assistance,Assist trapped domestic animal,Enfield,Edmonton,Mammal,00AK,Outer London
17398141,12/02/2014 14:33,2014,2013/14,Special Service,1,4,290,1160,CAT STUCK IN CAR ENGINE,Cat,Car ,Other animal assistance,Assist trapped domestic animal,Merton,Wimbledon,Mammal,00BA,Inner London
17397141,12/02/2014 14:34,2014,2013/14,Special Service,1,1,290,290,CAT UNDER FLOORBOARDS,Cat,House - single occupancy ,Other animal assistance,Assist trapped domestic animal,Haringey,Tottenham,Mammal,00AP,Outer London
17407141,12/02/2014 14:48,2014,2013/14,Special Service,1,1,290,290,ASSIST RSPCA TO RESCUE CAT FROM ROOF OF HOUSE,Cat,House - single occupancy ,Animal rescue from height,Animal rescue from height - Domestic pet,Merton,Mitcham,Mammal,00BA,Inner London
17823141,13/02/2014 13:34,2014,2013/14,Special Service,1,1,290,290,CATS HEAD TRAPPED AROUND EXHAUST PIPE OF CAR,Cat,Car ,Other animal assistance,Assist trapped domestic animal,Greenwich,East Greenwich,Mammal,00AL,Outer London
17915141,13/02/2014 17:45,2014,2013/14,Special Service,1,1,290,290,CAT TRAPPED IN NETTING UNDER BRIDGE,Cat,Bridge,Other animal assistance,Assist trapped domestic animal,Camden,West Hampstead,Mammal,00AG,Outer London
18160141,14/02/2014 11:23,2014,2013/14,Special Service,1,1,290,290,ASSIST RSPCA WITH CAT STUCK UP TREE,Cat,Animal harm outdoors,Other animal assistance,Animal assistance involving domestic animal - Other action,Bromley,Bromley,Mammal,00AF,Inner London
19347141,15/02/2014 18:01,2014,2013/14,Special Service,1,2,290,580,ASSIST RSCPA OFFICER WITH TRAPPED PIGEON,Bird,Indoor Market ,Other animal assistance,Assist trapped wild animal,Camden,Kentish Town,Bird,00AG,Inner London
19517141,16/02/2014 00:55,2014,2013/14,Special Service,1,1,290,290,SMALL ANIMAL RESCUE - SMALL KITTEN TRAPPED ON ROOF,Cat,House - single occupancy ,Animal rescue from height,Animal rescue from height - Domestic pet,Bromley,Bromley,Mammal,00AF,Outer London
19747141,16/02/2014 15:19,2014,2013/14,Special Service,1,1,290,290,DOG IN LAKE,Dog,Lake/pond/reservoir ,Animal rescue from water,Animal rescue from water - Domestic pet,Redbridge,Ilford,Mammal,00BC,Outer London
20564141,18/02/2014 10:10,2014,2013/14,Special Service,1,1,290,290,DOG FALLEN IN POND,Dog,Domestic garden (vegetation not equipment) ,Animal rescue from water,Animal rescue from water - Domestic pet,Hammersmith And Fulham,Hammersmith,Mammal,00AN,Inner London
20918141,19/02/2014 06:20,2014,2013/14,Special Service,1,1,290,290,CAT TRAPPED IN HATCH,Cat,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Animal rescue from height,Animal rescue from height - Domestic pet,Southwark,Dockhead,Mammal,00BE,Outer London
21030141,19/02/2014 13:33,2014,2013/14,Special Service,1,1,290,290,DOG TRAPPED IN RAILINGS,Dog,Fence,Other animal assistance,Assist trapped domestic animal,Bexley,Erith,Mammal,00AD,Inner London
21056141,19/02/2014 14:16,2014,2013/14,Special Service,1,1,290,290,DOG IN RIVER,Dog,Canal/riverbank vegetation ,Other animal assistance,Assist trapped domestic animal,Richmond Upon Thames,Twickenham,Mammal,00BD,Outer London
21250141,19/02/2014 21:18,2014,2013/14,Special Service,1,1,290,290,RABBIT STUCK UNDER DECKING,Rabbit,House - single occupancy ,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,Wandsworth,Tooting,Mammal,00BJ,Outer London
21491141,20/02/2014 13:59,2014,2013/14,Special Service,1,1,290,290,CAT TRAPPED BY LEG IN SPRINGS OF BED,Cat,House - single occupancy ,Other animal assistance,Assist trapped domestic animal,Ealing,Ealing,Mammal,00AJ,Inner London
21842141,21/02/2014 11:32,2014,2013/14,Special Service,1,1,290,290,PIGEON TRAPPED IN NETTING UNDER ARCHWAY,Bird,Bridge,Animal rescue from height,Animal rescue from height - Bird,Tower Hamlets,Whitechapel,Bird,00BG,Inner London
21971141,21/02/2014 17:34,2014,2013/14,Special Service,1,1,290,290,PONY WITH HEAD STUCK IN FENCE,Horse,Scrub land ,Other animal assistance,Assist  trapped livestock animal,Hounslow,Feltham,Mammal,00AT,Inner London
22647141,23/02/2014 09:30,2014,2013/14,Special Service,2,7,290,2030,HORSE WEDGED IN STABLE,Horse,Other animal boarding/breeding establishment,Other animal assistance,Animal assistance involving domestic animal - Other action,Bromley,Eltham,Mammal,00AF,Outer London
23199141,24/02/2014 16:36,2014,2013/14,Special Service,1,1,290,290,ASSIST RSPCA WITH GULL TRAPPED IN TREE,Bird,Animal harm outdoors,Other animal assistance,Assist trapped wild animal,Westminster,Lambeth,Bird,00BK,Inner London
